Original_Structure_Number,Field_Structure_Number,Lamp_Condition_ID,Pole_Inspection_Date
4543382E,4543382E,ON,6_4_09 12-51-25 AM
4618538E,4618538E,ON,6_4_09 12-51-25 AM
4633892E,4633892E,ON,6_4_09 12-51-25 AM
4618915E,4618915E,ON,6_4_09 12-51-25 AM
4633040E,4633040E,ON,6_4_09 12-51-25 AM
4618982E,4618982E,ON,6_4_09 12-51-25 AM
4609112E,4609112E,ON,6_4_09 12-51-25 AM
4609111E,4609111E,ON,6_4_09 12-51-25 AM
4633454E,4633454E,ON,6_4_09 12-51-25 AM
4609118E,4609118E,ON,6_4_09 12-51-25 AM
4609117E,4609117E,ON,6_4_09 12-51-25 AM
4436322E,4436322E,ON,6_4_09 12-51-25 AM
4609116E,4609116E,ON,6_4_09 12-51-25 AM
4609115E,4609115E,ON,6_4_09 12-51-25 AM
4609114E,4609114E,ON,6_4_09 12-51-25 AM
4609113E,4609113E,ON,6_4_09 12-51-25 AM
4548634E,4548634E,ON,6_4_09 12-51-25 AM
4548633E,4548633E,ON,6_4_09 12-51-25 AM
4548632E,4548632E,ON,6_4_09 12-51-25 AM
4548631E,4548631E,ON,6_4_09 12-51-25 AM
4548630E,4548630E,ON,6_4_09 12-51-25 AM
4580144E,4580144E,ON,6_4_09 12-51-25 AM
4580143E,4580143E,ON,6_4_09 12-51-25 AM
4580101E,4580101E,ON,6_4_09 12-51-25 AM
4548629E,4548629E,ON,6_4_09 12-51-25 AM
4548627E,4548627E,ON,6_4_09 12-51-25 AM
4548626E,4548626E,ON,6_4_09 12-51-25 AM
4633901E,4633901E,ON,6_4_09 12-51-25 AM
4580142E,4580142E,ON,6_4_09 12-51-25 AM
4580141E,4580141E,ON,6_4_09 12-51-25 AM
4580140E,4580140E,ON,6_4_09 12-51-25 AM
4580139E,4580139E,ON,6_4_09 12-51-25 AM
4580138E,4580138E,ON,6_4_09 12-51-25 AM
4392774E,4392774E,ON,6_4_09 12-51-25 AM
4392774E,4392774E,ON,6_4_09 12-51-25 AM
4474774E,4474774E,ON,6_4_09 12-51-25 AM
4474773E,4474773E,ON,6_4_09 12-51-25 AM
4474772E,4474772E,ON,6_4_09 12-51-25 AM
4474770E,4474770E,ON,6_4_09 12-51-25 AM
4474767E,4474767E,OFF,6_3_09 11-10-39 PM
2149306E,2149306E,ON,6_4_09 12-51-25 AM
2149128E,2149128E,ON,6_4_09 12-51-25 AM
2149127E,2149127E,ON,6_4_09 12-51-25 AM
2120036E,2120036E,ON,6_4_09 12-51-25 AM
2149129E,2149129E,ON,6_4_09 12-51-25 AM
2196227E,2196227E,ON,6_4_09 12-51-25 AM
2120037E,2120037E,ON,6_4_09 12-51-25 AM
2196228E,2196228E,ON,6_4_09 12-51-25 AM
2149308E,2149308E,ON,6_4_09 12-51-25 AM
2120050E,2120050E,ON,6_4_09 12-51-25 AM
2120035E,2120035E,ON,6_4_09 12-51-25 AM
2120049E,2120049E,ON,6_4_09 12-51-25 AM
2196225E,2196225E,ON,6_4_09 12-51-25 AM
2119845E,2119845E,ON,6_4_09 12-51-25 AM
2119845E,2119845E,ON,6_4_09 12-51-25 AM
2196226E,2196226E,ON,6_4_09 12-51-25 AM
2120047E,2120047E,OFF,6_3_09 10-03-18 PM
2149307E,2149307E,ON,6_4_09 12-51-25 AM
2119844E,2119844E,ON,6_4_09 12-51-25 AM
2119844E,2119844E,ON,6_4_09 12-51-25 AM
2119842E,2119842E,ON,6_4_09 12-51-25 AM
2119843E,2119843E,ON,6_4_09 12-51-25 AM
2119843E,2119843E,ON,6_4_09 12-51-25 AM
2196498E,2196498E,ON,6_4_09 12-51-25 AM
4170204E,4170204E,ON,6_4_09 12-51-25 AM
4153509E,4153509E,ON,6_4_09 12-51-25 AM
2196496E,2196496E,ON,6_4_09 12-51-25 AM
4169980E,4169980E,ON,6_4_09 12-51-25 AM
2149208E,2149208E,ON,6_4_09 12-51-25 AM
2149207E,2149207E,ON,6_4_09 12-51-25 AM
2149210E,2149210E,ON,6_4_09 12-51-25 AM
CONV485275,CONV485275,ON,6_4_09 12-51-25 AM
2149211E,2149211E,ON,6_4_09 12-51-25 AM
CONV485246,CONV485246,ON,6_4_09 12-51-25 AM
2149206E,2149206E,ON,6_4_09 12-51-25 AM
2149205E,2149205E,ON,6_4_09 12-51-25 AM
2149204E,2149204E,ON,6_4_09 12-51-25 AM
2119032E,2119032E,ON,6_4_09 12-51-25 AM
2149203E,2149203E,ON,6_4_09 12-51-25 AM
4153508E,4153508E,ON,6_4_09 12-51-25 AM
4153512E,4153512E,ON,6_4_09 12-51-25 AM
4170247E,4170247E,ON,6_4_09 12-51-25 AM
2119918E,2119918E,ON,6_4_09 12-51-25 AM
2120044E,2120044E,ON,6_4_09 12-51-25 AM
2119116E,2119116E,ON,6_4_09 12-51-25 AM
2119115E,2119115E,ON,6_4_09 12-51-25 AM
2119114E,2119114E,ON,6_4_09 12-51-25 AM
2119120E,2119120E,ON,6_4_09 12-51-25 AM
2148444E,2148444E,ON,6_4_09 12-51-25 AM
2119119E,2119119E,ON,6_4_09 12-51-25 AM
2119112E,2119112E,ON,6_4_09 12-51-25 AM
2119118E,2119118E,ON,6_4_09 12-51-25 AM
2148449E,2148449E,ON,6_4_09 12-51-25 AM
2148443E,2148443E,ON,6_4_09 12-51-25 AM
2119113E,2119113E,ON,6_4_09 12-51-25 AM
2119117E,2119117E,ON,6_4_09 12-51-25 AM
2148448E,2148448E,ON,6_4_09 12-51-25 AM
2120046E,2120046E,ON,6_4_09 12-51-25 AM
2148440E,2148440E,ON,6_4_09 12-51-25 AM
2149219E,2149219E,ON,6_4_09 12-51-25 AM
2119922E,2119922E,ON,6_4_09 12-51-25 AM
2149602E,2149602E,ON,6_4_09 12-51-25 AM
2148446E,2148446E,ON,6_4_09 12-51-25 AM
2149317E,2149317E,ON,6_4_09 12-51-25 AM
2149607E,2149607E,ON,6_4_09 12-51-25 AM
2149607E,2149607E,ON,6_4_09 12-51-25 AM
2149605E,2149605E,ON,6_4_09 12-51-25 AM
2119925E,2119925E,ON,6_4_09 12-51-25 AM
2149608E,2149608E,ON,6_4_09 12-51-25 AM
2149608E,2149608E,ON,6_4_09 12-51-25 AM
2119924E,2119924E,ON,6_4_09 12-51-25 AM
2149222E,2149222E,ON,6_4_09 12-51-25 AM
2119923E,2119923E,ON,6_4_09 12-51-25 AM
2149218E,2149218E,ON,6_4_09 12-51-25 AM
2149601E,2149601E,ON,6_4_09 12-51-25 AM
2149216E,2149216E,ON,6_4_09 12-51-25 AM
2149098E,2149098E,ON,6_4_09 12-51-25 AM
2149217E,2149217E,ON,6_4_09 12-51-25 AM
2149215E,2149215E,ON,6_4_09 12-51-25 AM
2149603E,2149603E,ON,6_4_09 12-51-25 AM
2148447E,2148447E,ON,6_4_09 12-51-25 AM
2149221E,2149221E,ON,6_4_09 12-51-25 AM
4170243E,4170243E,ON,6_4_09 12-51-25 AM
2149220E,2149220E,ON,6_4_09 12-51-25 AM
4170242E,4170242E,ON,6_4_09 12-51-25 AM
4170248E,4170248E,ON,6_4_09 12-51-25 AM
4170244E,4170244E,ON,6_4_09 12-51-25 AM
2120043E,2120043E,ON,6_4_09 12-51-25 AM
2196229E,2196229E,ON,6_4_09 12-51-25 AM
2149213E,2149213E,ON,6_4_09 12-51-25 AM
2149214E,2149214E,ON,6_4_09 12-51-25 AM
2149212E,2149212E,ON,6_4_09 12-51-25 AM
2149209E,2149209E,ON,6_4_09 12-51-25 AM
2120042E,2120042E,ON,6_4_09 12-51-25 AM
2120040E,2120040E,ON,6_4_09 12-51-25 AM
2120041E,2120041E,ON,6_4_09 12-51-25 AM
4170245E,4170245E,ON,6_4_09 12-51-25 AM
2120039E,2120039E,CYCLING,6_3_09 9-59-14 PM
4170246E,4170246E,ON,6_4_09 12-51-25 AM
2148323E,2148323E,ON,6_4_09 12-51-25 AM
2148325E,2148325E,ON,6_4_09 12-51-25 AM
2148324E,2148324E,ON,6_4_09 12-51-25 AM
4268468E,4268468E,ON,6_4_09 12-51-25 AM
2119916E,2119916E,ON,6_4_09 12-51-25 AM
2119917E,2119917E,ON,6_4_09 12-51-25 AM
2148319E,2148319E,ON,6_4_09 12-51-25 AM
2148320E,2148320E,ON,6_4_09 12-51-25 AM
2149202E,2149202E,ON,6_4_09 12-51-25 AM
4153514E,4153514E,ON,6_4_09 12-51-25 AM
2148321E,2148321E,ON,6_4_09 12-51-25 AM
2195833E,2195833E,ON,6_4_09 12-51-25 AM
2149072E,2149072E,ON,6_4_09 12-51-25 AM
2149071E,2149071E,ON,6_4_09 12-51-25 AM
2149298E,2149298E,ON,6_4_09 12-51-25 AM
2149314E,2149314E,ON,6_4_09 12-51-25 AM
2149296E,2149296E,ON,6_4_09 12-51-25 AM
2149066E,2149066E,ON,6_4_09 12-51-25 AM
2195832E,2195832E,ON,6_4_09 12-51-25 AM
2149293E,2149293E,ON,6_4_09 12-51-25 AM
2149068E,2149068E,ON,6_4_09 12-51-25 AM
2149067E,2149067E,ON,6_4_09 12-51-25 AM
4170205E,4170205E,ON,6_4_09 12-51-25 AM
2149069E,2149069E,ON,6_4_09 12-51-25 AM
2149070E,2149070E,CYCLING,6_3_09 9-43-52 PM
2149295E,2149295E,ON,6_4_09 12-51-25 AM
2195827E,2195827E,ON,6_4_09 12-51-25 AM
2195830E,2195830E,ON,6_4_09 12-51-25 AM
2195835E,2195835E,ON,6_4_09 12-51-25 AM
2195831E,2195831E,ON,6_4_09 12-51-25 AM
2149611E,2149611E,ON,6_4_09 12-51-25 AM
2149611E,2149611E,ON,6_4_09 12-51-25 AM
2149610E,2149610E,ON,6_4_09 12-51-25 AM
2149610E,2149610E,ON,6_4_09 12-51-25 AM
2149612E,2149612E,ON,6_4_09 12-51-25 AM
2149612E,2149612E,ON,6_4_09 12-51-25 AM
2119920E,2119920E,ON,6_4_09 12-51-25 AM
2119919E,2119919E,ON,6_4_09 12-51-25 AM
2149294E,2149294E,ON,6_4_09 12-51-25 AM
2149609E,2149609E,ON,6_4_09 12-51-25 AM
2149609E,2149609E,ON,6_4_09 12-51-25 AM
2119921E,2119921E,ON,6_4_09 12-51-25 AM
2149604E,2149604E,ON,6_4_09 12-51-25 AM
2149201E,2149201E,ON,6_4_09 12-51-25 AM
2194744E,2194744E,ON,6_4_09 12-51-26 AM
2194743E,2194743E,ON,6_4_09 12-51-26 AM
2194742E,2194742E,ON,6_4_09 12-51-26 AM
2149275E,2149275E,ON,6_4_09 12-51-26 AM
2194741E,2194741E,ON,6_4_09 12-51-26 AM
2149278E,2149278E,ON,6_4_09 12-51-26 AM
4468602E,4468602E,ON,6_4_09 12-51-26 AM
4468601E,4468601E,ON,6_4_09 12-51-26 AM
4483250E,4483250E,ON,6_4_09 12-51-26 AM
4483249E,4483249E,ON,6_4_09 12-51-26 AM
2194748E,2194748E,ON,6_4_09 12-51-26 AM
4483248E,4483248E,ON,6_4_09 12-51-26 AM
2194750E,2194750E,ON,6_4_09 12-51-26 AM
2149262E,2149262E,ON,6_4_09 12-51-26 AM
2148327E,2148327E,ON,6_4_09 12-51-25 AM
2196495E,2196495E,ON,6_4_09 12-51-25 AM
2196494E,2196494E,ON,6_4_09 12-51-25 AM
2196499E,2196499E,ON,6_4_09 12-51-25 AM
2196493E,2196493E,ON,6_4_09 12-51-25 AM
2196497E,2196497E,ON,6_4_09 12-51-26 AM
2120048E,2120048E,OFF,6_3_09 10-05-25 PM
2120045E,2120045E,ON,6_4_09 12-51-26 AM
2120038E,2120038E,ON,6_4_09 12-51-26 AM
4482955E,4482955E,ON,6_4_09 12-51-26 AM
4482954E,4482954E,ON,6_4_09 12-51-26 AM
4482953E,4482953E,ON,6_4_09 12-51-26 AM
4468647E,4468647E,ON,6_4_09 12-51-26 AM
4482956E,4482956E,ON,6_4_09 12-51-26 AM
2194749E,2194749E,ON,6_4_09 12-51-26 AM
2149264E,2149264E,ON,6_4_09 12-51-26 AM
2149263E,2149263E,ON,6_4_09 12-51-26 AM
2194747E,2194747E,ON,6_4_09 12-51-26 AM
2194746E,2194746E,ON,6_4_09 12-51-26 AM
2149260E,2149260E,ON,6_4_09 12-51-26 AM
2194740E,2194740E,ON,6_4_09 12-51-26 AM
4483247E,4483247E,ON,6_4_09 12-51-26 AM
4288055E,4288055E,ON,6_4_09 12-51-26 AM
4288056E,4288056E,ON,6_4_09 12-51-26 AM
4288056E,4288056E,ON,6_4_09 12-51-26 AM
2194745E,2194745E,ON,6_4_09 12-51-26 AM
2149271E,2149271E,ON,6_4_09 12-51-26 AM
2118448E,2118448E,ON,6_4_09 12-51-26 AM
4486642E,4486642E,ON,6_4_09 12-51-26 AM
4486641E,4486641E,ON,6_4_09 12-51-26 AM
4486640E,4486640E,ON,6_4_09 12-51-26 AM
4486639E,4486639E,ON,6_4_09 12-51-26 AM
4486638E,4486638E,ON,6_4_09 12-51-26 AM
4486636E,4486636E,ON,6_4_09 12-51-26 AM
2119912E,2119912E,ON,6_4_09 12-51-26 AM
2119914E,2119914E,ON,6_4_09 12-51-26 AM
2149268E,2149268E,ON,6_4_09 12-51-26 AM
2120120E,2120120E,ON,6_4_09 12-51-26 AM
2120101E,2120101E,ON,6_4_09 12-51-26 AM
2148822E,2148822E,ON,6_4_09 12-51-26 AM
2149267E,2149267E,ON,6_4_09 12-51-26 AM
4486630E,4486630E,ON,6_4_09 12-51-26 AM
4486626E,4486626E,ON,6_4_09 12-51-26 AM
4486627E,4486627E,ON,6_4_09 12-51-26 AM
4486628E,4486628E,ON,6_4_09 12-51-26 AM
4486629E,4486629E,ON,6_4_09 12-51-26 AM
2120102E,2120102E,ON,6_4_09 12-51-26 AM
4357110E,4357110E,ON,6_4_09 12-51-26 AM
2119904E,2119904E,ON,6_4_09 12-51-26 AM
2119905E,2119905E,ON,6_4_09 12-51-26 AM
2119697E,2119697E,ON,6_4_09 12-51-26 AM
2119903E,2119903E,ON,6_4_09 12-51-26 AM
2120103E,2120103E,ON,6_4_09 12-51-26 AM
2119902E,2119902E,ON,6_4_09 12-51-26 AM
2119906E,2119906E,ON,6_4_09 12-51-26 AM
2119901E,2119901E,ON,6_4_09 12-51-26 AM
2149269E,2149269E,ON,6_4_09 12-51-26 AM
2149279E,2149279E,ON,6_4_09 12-51-26 AM
2119915E,2119915E,ON,6_4_09 12-51-26 AM
2120113E,2120113E,ON,6_4_09 12-51-26 AM
2120104E,2120104E,ON,6_4_09 12-51-26 AM
2120105E,2120105E,ON,6_4_09 12-51-26 AM
2148960E,2148960E,ON,6_4_09 12-51-26 AM
2148969E,2148969E,ON,6_4_09 12-51-26 AM
2120114E,2120114E,ON,6_4_09 12-51-26 AM
2148965E,2148965E,ON,6_4_09 12-51-26 AM
2148967E,2148967E,ON,6_4_09 12-51-26 AM
2148966E,2148966E,ON,6_4_09 12-51-26 AM
2148962E,2148962E,ON,6_4_09 12-51-26 AM
2148964E,2148964E,ON,6_4_09 12-51-26 AM
2148961E,2148961E,ON,6_4_09 12-51-26 AM
2120110E,2120110E,ON,6_4_09 12-51-26 AM
2120108E,2120108E,ON,6_4_09 12-51-26 AM
2120115E,2120115E,ON,6_4_09 12-51-26 AM
2120111E,2120111E,ON,6_4_09 12-51-26 AM
2148968E,2148968E,ON,6_4_09 12-51-26 AM
2148959E,2148959E,ON,6_4_09 12-51-26 AM
2333083E,2333083E,ON,6_4_09 12-51-26 AM
2148827E,2148827E,ON,6_4_09 12-51-26 AM
2148421E,2148421E,ON,6_4_09 12-51-26 AM
2148821E,2148821E,ON,6_4_09 12-51-26 AM
2148832E,2148832E,ON,6_4_09 12-51-26 AM
2148831E,2148831E,ON,6_4_09 12-51-26 AM
2119684E,2119684E,ON,6_4_09 12-51-26 AM
2119294E,2119294E,ON,6_4_09 12-51-26 AM
2119688E,2119688E,ON,6_4_09 12-51-26 AM
2148426E,2148426E,ON,6_4_09 12-51-26 AM
2148424E,2148424E,ON,6_4_09 12-51-26 AM
2148423E,2148423E,ON,6_4_09 12-51-26 AM
2148422E,2148422E,ON,6_4_09 12-51-26 AM
2148833E,2148833E,ON,6_4_09 12-51-26 AM
2148427E,2148427E,ON,6_4_09 12-51-26 AM
2148825E,2148825E,ON,6_4_09 12-51-26 AM
4008386E,4008386E,ON,6_4_09 12-51-26 AM
4437790E,4437790E,ON,6_4_09 12-51-26 AM
4437791E,4437791E,ON,6_4_09 12-51-26 AM
4360110E,4360110E,ON,6_4_09 12-51-26 AM
4229480E,4229480E,ON,6_4_09 12-51-26 AM
2148830E,2148830E,ON,6_4_09 12-51-26 AM
2148828E,2148828E,ON,6_4_09 12-51-26 AM
2119683E,2119683E,ON,6_4_09 12-51-26 AM
2148419E,2148419E,ON,6_4_09 12-51-26 AM
2119290E,2119290E,ON,6_4_09 12-51-26 AM
2119286E,2119286E,ON,6_4_09 12-51-26 AM
4055730E,4055730E,ON,6_4_09 12-51-26 AM
4055730E,4055730E,ON,6_4_09 12-51-26 AM
2119288E,2119288E,ON,6_4_09 12-51-26 AM
2119289E,2119289E,ON,6_4_09 12-51-26 AM
2119298E,2119298E,ON,6_4_09 12-51-26 AM
2119299E,2119299E,ON,6_4_09 12-51-26 AM
2119297E,2119297E,ON,6_4_09 12-51-26 AM
4437795E,4437795E,ON,6_4_09 12-51-26 AM
4437792E,4437792E,ON,6_4_09 12-51-26 AM
4288060E,4288060E,ON,6_4_09 12-51-26 AM
4288060E,4288060E,ON,6_4_09 12-51-26 AM
2148973E,2148973E,ON,6_4_09 12-51-26 AM
2119300E,2119300E,CYCLING,6_4_09 12-13-00 AM
2148425E,2148425E,ON,6_4_09 12-51-26 AM
2148974E,2148974E,ON,6_4_09 12-51-26 AM
2148420E,2148420E,ON,6_4_09 12-51-26 AM
4229478E,4229478E,ON,6_4_09 12-51-26 AM
2148820E,2148820E,ON,6_4_09 12-51-26 AM
2258142E,2258142E,ON,6_4_09 12-51-26 AM
2149273E,2149273E,ON,6_4_09 12-51-26 AM
2148970E,2148970E,ON,6_4_09 12-51-26 AM
4288054E,4288054E,ON,6_4_09 12-51-26 AM
4288057E,4288057E,ON,6_4_09 12-51-26 AM
4288057E,4288057E,ON,6_4_09 12-51-26 AM
4288058E,4288058E,ON,6_4_09 12-51-26 AM
4288058E,4288058E,ON,6_4_09 12-51-26 AM
4288059E,4288059E,ON,6_4_09 12-51-26 AM
4288059E,4288059E,ON,6_4_09 12-51-26 AM
4288061E,4288061E,ON,6_4_09 12-51-26 AM
4288061E,4288061E,ON,6_4_09 12-51-26 AM
4288062E,4288062E,ON,6_4_09 12-51-26 AM
4288062E,4288062E,ON,6_4_09 12-51-26 AM
4288064E,4288064E,ON,6_4_09 12-51-26 AM
2149265E,2149265E,CYCLING,6_4_09 12-27-38 AM
2120119E,2120119E,ON,6_4_09 12-51-26 AM
4288063E,4288063E,ON,6_4_09 12-51-26 AM
2120118E,2120118E,ON,6_4_09 12-51-26 AM
2120117E,2120117E,ON,6_4_09 12-51-26 AM
2120116E,2120116E,ON,6_4_09 12-51-26 AM
4288065E,4288065E,ON,6_4_09 12-51-26 AM
4288065E,4288065E,ON,6_4_09 12-51-26 AM
2119698E,2119698E,ON,6_4_09 12-51-26 AM
2119700E,2119700E,ON,6_4_09 12-51-26 AM
2149272E,2149272E,ON,6_4_09 12-51-26 AM
2119295E,2119295E,ON,6_4_09 12-51-26 AM
4288066E,4288066E,ON,6_4_09 12-51-26 AM
4288066E,4288066E,ON,6_4_09 12-51-26 AM
4288067E,4288067E,ON,6_4_09 12-51-26 AM
4288067E,4288067E,ON,6_4_09 12-51-26 AM
4288068E,4288068E,ON,6_4_09 12-51-26 AM
4288068E,4288068E,ON,6_4_09 12-51-26 AM
4288069E,4288069E,ON,6_4_09 12-51-26 AM
4288069E,4288069E,ON,6_4_09 12-51-26 AM
4288070E,4288070E,ON,6_4_09 12-51-26 AM
2148972E,2148972E,ON,6_4_09 12-51-26 AM
2148834E,2148834E,ON,6_4_09 12-51-26 AM
2119296E,2119296E,ON,6_4_09 12-51-26 AM
2258914E,2258914E,ON,6_4_09 12-51-26 AM
2258908E,2258908E,ON,6_4_09 12-51-26 AM
2258907E,2258907E,ON,6_4_09 12-51-26 AM
2148823E,2148823E,ON,6_4_09 12-51-26 AM
2258540E,2258540E,ON,6_4_09 12-51-26 AM
2258539E,2258539E,ON,6_4_09 12-51-26 AM
4437789E,4437789E,ON,6_4_09 12-51-26 AM
4437793E,4437793E,ON,6_4_09 12-51-26 AM
2258534E,2258534E,ON,6_4_09 12-51-26 AM
2258533E,2258533E,ON,6_4_09 12-51-26 AM
2258006E,2258006E,ON,6_4_09 12-51-26 AM
2258536E,2258536E,ON,6_4_09 12-51-26 AM
2258537E,2258537E,ON,6_4_09 12-51-26 AM
2257107E,2257107E,ON,6_4_09 12-51-26 AM
2257594E,2257594E,ON,6_4_09 12-51-26 AM
2257595E,2257595E,ON,6_4_09 12-51-26 AM
2258008E,2258008E,ON,6_4_09 12-51-26 AM
2258007E,2258007E,ON,6_4_09 12-51-26 AM
2251562E,2251562E,ON,6_4_09 12-51-26 AM
2258535E,2258535E,ON,6_4_09 12-51-26 AM
2258532E,2258532E,ON,6_4_09 12-51-26 AM
2257103E,2257103E,ON,6_4_09 12-51-26 AM
2257104E,2257104E,ON,6_4_09 12-51-26 AM
2257968E,2257968E,ON,6_4_09 12-51-26 AM
2257967E,2257967E,ON,6_4_09 12-51-26 AM
2257105E,2257105E,ON,6_4_09 12-51-26 AM
2257111E,2257111E,ON,6_4_09 12-51-26 AM
2257106E,2257106E,ON,6_4_09 12-51-26 AM
2257597E,2257597E,ON,6_4_09 12-51-26 AM
2257596E,2257596E,ON,6_4_09 12-51-26 AM
2258538E,2258538E,ON,6_4_09 12-51-26 AM
2258915E,2258915E,ON,6_4_09 12-51-26 AM
2258916E,2258916E,ON,6_4_09 12-51-26 AM
2251689E,2251689E,ON,6_4_09 12-51-26 AM
2119675E,2119675E,ON,6_4_09 12-51-26 AM
2119695E,2119695E,ON,6_4_09 12-51-26 AM
2119229E,2119229E,ON,6_4_09 12-51-26 AM
2251564E,2251564E,ON,6_4_09 12-51-26 AM
2251565E,2251565E,ON,6_4_09 12-51-26 AM
2119235E,2119235E,ON,6_4_09 12-51-26 AM
2119234E,2119234E,ON,6_4_09 12-51-26 AM
4400687E,4400687E,ON,6_4_09 12-51-26 AM
4400687E,4400687E,ON,6_4_09 12-51-26 AM
4400694E,4400694E,ON,6_4_09 12-51-27 AM
4400694E,4400694E,ON,6_4_09 12-51-27 AM
4400693E,4400693E,ON,6_4_09 12-51-27 AM
4400693E,4400693E,ON,6_4_09 12-51-27 AM
4400692E,4400692E,ON,6_4_09 12-51-27 AM
4400692E,4400692E,ON,6_4_09 12-51-27 AM
4400691E,4400691E,ON,6_4_09 12-51-27 AM
4400691E,4400691E,ON,6_4_09 12-51-27 AM
4400689E,4400689E,ON,6_4_09 12-51-27 AM
4400689E,4400689E,ON,6_4_09 12-51-27 AM
4400690E,4400690E,ON,6_4_09 12-51-27 AM
4400690E,4400690E,ON,6_4_09 12-51-27 AM
4400697E,4400697E,ON,6_4_09 12-51-27 AM
4401451E,4401451E,ON,6_4_09 12-51-27 AM
4400698E,4400698E,ON,6_4_09 12-51-27 AM
2119692E,2119692E,ON,6_4_09 12-51-27 AM
2119230E,2119230E,ON,6_4_09 12-51-27 AM
2119232E,2119232E,ON,6_4_09 12-51-27 AM
2251558E,2251558E,ON,6_4_09 12-51-27 AM
2251686E,2251686E,ON,6_4_09 12-51-27 AM
2251687E,2251687E,ON,6_4_09 12-51-27 AM
2119674E,2119674E,ON,6_4_09 12-51-27 AM
2119231E,2119231E,ON,6_4_09 12-51-27 AM
2251688E,2251688E,ON,6_4_09 12-51-27 AM
2251559E,2251559E,ON,6_4_09 12-51-27 AM
2251560E,2251560E,ON,6_4_09 12-51-27 AM
2118895E,2118895E,ON,6_4_09 12-51-27 AM
2119284E,2119284E,ON,6_4_09 12-51-27 AM
2118892E,2118892E,ON,6_4_09 12-51-27 AM
4400685E,4400685E,ON,6_4_09 12-51-27 AM
4400686E,4400686E,ON,6_4_09 12-51-27 AM
4400686E,4400686E,ON,6_4_09 12-51-27 AM
4400699E,4400699E,ON,6_4_09 12-51-27 AM
4400684E,4400684E,ON,6_4_09 12-51-27 AM
4401465E,4401465E,ON,6_4_09 12-51-27 AM
4400700E,4400700E,ON,6_4_09 12-51-27 AM
4400683E,4400683E,ON,6_4_09 12-51-27 AM
2333642E,2333642E,ON,6_4_09 12-51-27 AM
2119283E,2119283E,ON,6_4_09 12-51-27 AM
2119283E,2119283E,ON,6_4_09 12-51-27 AM
2258694E,2258694E,ON,6_4_09 12-51-27 AM
2258695E,2258695E,ON,6_4_09 12-51-27 AM
2333643E,2333643E,ON,6_4_09 12-51-27 AM
2119669E,2119669E,ON,6_4_09 12-51-27 AM
2119669E,2119669E,ON,6_4_09 12-51-27 AM
2258696E,2258696E,OFF,6_3_09 8-33-28 PM
2333641E,2333641E,ON,6_4_09 12-51-27 AM
2258697E,2258697E,ON,6_4_09 12-51-27 AM
2119670E,2119670E,ON,6_4_09 12-51-27 AM
2119670E,2119670E,ON,6_4_09 12-51-27 AM
2119672E,2119672E,ON,6_4_09 12-51-27 AM
2119671E,2119671E,ON,6_4_09 12-51-27 AM
4400682E,4400682E,ON,6_4_09 12-51-27 AM
4400681E,4400681E,ON,6_4_09 12-51-27 AM
4400680E,4400680E,ON,6_4_09 12-51-27 AM
4400679E,4400679E,ON,6_4_09 12-51-27 AM
4361250E,4361250E,ON,6_4_09 12-51-27 AM
4400677E,4400677E,ON,6_4_09 12-51-27 AM
2257970E,2257970E,ON,6_4_09 12-51-27 AM
2251236E,2251236E,ON,6_4_09 12-51-27 AM
2251228E,2251228E,ON,6_4_09 12-51-27 AM
1945473E,1945473E,ON,6_4_09 12-51-27 AM
2318459E,2318459E,ON,6_4_09 12-51-27 AM
2318459E,2318459E,ON,6_4_09 12-51-27 AM
1945469E,1945469E,ON,6_4_09 12-51-27 AM
1945466E,1945466E,ON,6_4_09 12-51-27 AM
1945470E,1945470E,ON,6_4_09 12-51-27 AM
2251231E,2251231E,ON,6_4_09 12-51-27 AM
2251231E,2251231E,ON,6_4_09 12-51-27 AM
1945471E,1945471E,ON,6_4_09 12-51-27 AM
2251235E,2251235E,CYCLING,6_3_09 11-01-25 PM
2251230E,2251230E,ON,6_4_09 12-51-27 AM
1945472E,1945472E,ON,6_4_09 12-51-27 AM
2251229E,2251229E,ON,6_4_09 12-51-27 AM
1945455E,1945455E,ON,6_4_09 12-51-27 AM
1945460E,1945460E,ON,6_4_09 12-51-27 AM
2333032E,2333032E,ON,6_4_09 12-51-27 AM
1945463E,1945463E,ON,6_4_09 12-51-27 AM
