Original_Structure_Number,Field_Structure_Number,Lamp_Condition_ID,Pole_Inspection_Date
2318387E,2318387E,ON,6_23_11 10-26-58 PM
2318384E,2318384E,ON,6_23_11 10-26-58 PM
2318375E,2318375E,ON,6_23_11 10-26-58 PM
2258390E,2258390E,ON,6_23_11 10-26-58 PM
2333118E,2333118E,ON,6_23_11 10-26-58 PM
2257780E,2257780E,ON,6_23_11 10-26-58 PM
2258673E,2258673E,ON,6_23_11 10-26-58 PM
2258379E,2258379E,ON,6_23_11 10-26-58 PM
2195838E,2195838E,ON,6_23_11 10-26-58 PM
2258010E,2258010E,ON,6_23_11 10-26-58 PM
2258369E,2258369E,ON,6_23_11 10-26-58 PM
2318481E,2318481E,ON,6_23_11 10-26-58 PM
2318766E,2318766E,OFF,6_23_11 2-35-38 AM
2119041E,2119041E,ON,6_23_11 10-26-58 PM
2149143E,2149143E,ON,6_23_11 10-26-58 PM
2119043E,2119043E,ON,6_23_11 10-26-58 PM
2318368E,2318368E,ON,6_23_11 10-26-58 PM
2333051E,2333051E,ON,6_23_11 10-26-58 PM
2318386E,2318386E,ON,6_23_11 10-26-58 PM
1911635E,1911635E,ON,6_23_11 10-26-58 PM
2258668E,2258668E,ON,6_23_11 10-26-58 PM
2258674E,2258674E,ON,6_23_11 10-26-58 PM
2318702E,2318702E,ON,6_23_11 10-26-58 PM
2258377E,2258377E,ON,6_23_11 10-26-58 PM
1911638E,1911638E,ON,6_23_11 10-26-58 PM
2258440E,2258440E,ON,6_23_11 10-26-58 PM
2258381E,2258381E,ON,6_23_11 10-26-58 PM
2318479E,2318479E,CYCLING,6_23_11 2-40-15 AM
2318759E,2318759E,ON,6_23_11 10-26-58 PM
2149551E,2149551E,ON,6_23_11 10-26-58 PM
2149563E,2149563E,ON,6_23_11 10-26-58 PM
2318373E,2318373E,ON,6_23_11 10-26-58 PM
2257781E,2257781E,ON,6_23_11 10-26-58 PM
2258672E,2258672E,ON,6_23_11 10-26-58 PM
2333117E,2333117E,ON,6_23_11 10-26-58 PM
2333392E,2333392E,ON,6_23_11 10-26-58 PM
2258090E,2258090E,ON,6_23_11 10-26-58 PM
2258611E,2258611E,ON,6_23_11 10-26-58 PM
2258373E,2258373E,ON,6_23_11 10-26-58 PM
2258362E,2258362E,OFF,6_23_11 2-23-06 AM
4319201E,4319201E,ON,6_23_11 10-26-58 PM
2258382E,2258382E,ON,6_23_11 10-26-58 PM
2333146E,2333146E,ON,6_23_11 10-26-59 PM
2119035E,2119035E,ON,6_23_11 10-26-59 PM
2318770E,2318770E,ON,6_23_11 10-26-59 PM
2319336E,2319336E,ON,6_23_11 10-26-59 PM
2258270E,2258270E,CYCLING,6_23_11 2-17-46 AM
2258270E,2258270E,ON,6_23_11 2-17-46 AM
2258670E,2258670E,ON,6_23_11 10-26-59 PM
2318765E,2318765E,ON,6_23_11 10-26-59 PM
2195840E,2195840E,ON,6_23_11 10-26-59 PM
2118878E,2118878E,ON,6_23_11 10-26-59 PM
2258085E,2258085E,ON,6_23_11 10-26-59 PM
2149558E,2149558E,ON,6_23_11 10-26-59 PM
2149558E,2149558E,ON,6_23_11 10-26-59 PM
2333002E,2333002E,ON,6_23_11 10-26-59 PM
2258682E,2258682E,ON,6_23_11 10-26-59 PM
2258691E,2258691E,ON,6_23_11 10-26-59 PM
2258372E,2258372E,ON,6_23_11 10-26-59 PM
1911633E,1911633E,ON,6_23_11 10-26-59 PM
1911629E,1911629E,ON,6_23_11 10-26-59 PM
2148442E,2148442E,ON,6_23_11 10-26-59 PM
2119106E,2119106E,ON,6_23_11 10-26-59 PM
4474164E,4474164E,ON,6_23_11 10-26-59 PM
2318483E,2318483E,ON,6_23_11 10-26-59 PM
2318769E,2318769E,ON,6_23_11 10-26-59 PM
2318762E,2318762E,ON,6_23_11 10-26-59 PM
2258086E,2258086E,ON,6_23_11 10-26-59 PM
2149139E,2149139E,ON,6_23_11 10-26-59 PM
2318365E,2318365E,ON,6_23_11 10-26-59 PM
2258294E,2258294E,ON,6_23_11 10-26-59 PM
2257412E,2257412E,ON,6_23_11 10-26-59 PM
2149651E,2149651E,ON,6_23_11 10-26-59 PM
2118887E,2118887E,ON,6_23_11 10-26-59 PM
2120209E,2120209E,ON,6_23_11 10-26-59 PM
2148104E,2148104E,ON,6_23_11 10-26-59 PM
2333396E,2333396E,ON,6_23_11 10-26-59 PM
2318706E,2318706E,ON,6_23_11 10-26-59 PM
2333001E,2333001E,ON,6_23_11 10-26-59 PM
2258680E,2258680E,ON,6_23_11 10-26-59 PM
2119080E,2119080E,ON,6_23_11 10-26-59 PM
2118876E,2118876E,ON,6_23_11 10-26-59 PM
2118880E,2118880E,ON,6_23_11 10-26-59 PM
2148103E,2148103E,ON,6_23_11 10-26-59 PM
2333638E,2333638E,ON,6_23_11 10-26-59 PM
2258249E,2258249E,ON,6_23_11 10-26-59 PM
2149565E,2149565E,ON,6_23_11 10-26-59 PM
2318707E,2318707E,ON,6_23_11 10-26-59 PM
2119281E,2119281E,ON,6_23_11 10-26-59 PM
2119281E,2119281E,ON,6_23_11 10-26-59 PM
2119693E,2119693E,ON,6_23_11 10-26-59 PM
1956687E,1956687E,ON,6_23_11 10-26-59 PM
2149077E,2149077E,ON,6_23_11 10-26-59 PM
2119848E,2119848E,ON,6_23_11 10-26-59 PM
2119848E,2119848E,ON,6_23_11 10-26-59 PM
2119017E,2119017E,ON,6_23_11 10-26-59 PM
2119050E,2119050E,ON,6_23_11 10-26-59 PM
2333412E,2333412E,ON,6_23_11 10-26-59 PM
2148118E,2148118E,ON,6_23_11 10-26-59 PM
2148118E,2148118E,ON,6_23_11 10-26-59 PM
2119896E,2119896E,CYCLING,6_23_11 5-15-20 AM
2148291E,2148291E,ON,6_23_11 10-26-59 PM
2148101E,2148101E,ON,6_23_11 10-26-59 PM
2148462E,2148462E,ON,6_23_11 10-26-59 PM
2119078E,2119078E,ON,6_23_11 10-26-59 PM
2118886E,2118886E,ON,6_23_11 10-26-59 PM
2119283E,2119283E,ON,6_23_11 10-26-59 PM
2119283E,2119283E,ON,6_23_11 10-26-59 PM
2258697E,2258697E,ON,6_23_11 10-26-59 PM
4400679E,4400679E,CYCLING,6_23_11 3-24-52 AM
1945472E,1945472E,ON,6_23_11 10-26-59 PM
1945454E,1945454E,CYCLING,6_23_11 10-15-08 PM
2119226E,2119226E,ON,6_23_11 10-26-59 PM
2119282E,2119282E,ON,6_23_11 10-26-59 PM
2119282E,2119282E,ON,6_23_11 10-26-59 PM
1911622E,1911622E,ON,6_23_11 10-27-00 PM
2148456E,2148456E,ON,6_23_11 10-27-00 PM
2118889E,2118889E,ON,6_23_11 10-27-00 PM
2119083E,2119083E,ON,6_23_11 10-27-00 PM
2118891E,2118891E,ON,6_23_11 10-27-00 PM
2149654E,2149654E,ON,6_23_11 10-27-00 PM
2258679E,2258679E,ON,6_23_11 10-27-00 PM
2333004E,2333004E,ON,6_23_11 10-27-00 PM
2318304E,2318304E,ON,6_23_11 10-27-00 PM
2258287E,2258287E,ON,6_23_11 10-27-00 PM
2318760E,2318760E,ON,6_23_11 10-27-00 PM
2149567E,2149567E,ON,6_23_11 10-27-00 PM
2318372E,2318372E,ON,6_23_11 10-27-00 PM
2257782E,2257782E,ON,6_23_11 10-27-00 PM
2258293E,2258293E,ON,6_23_11 10-27-00 PM
2258383E,2258383E,ON,6_23_11 10-27-00 PM
1911631E,1911631E,ON,6_23_11 10-27-00 PM
2119045E,2119045E,ON,6_23_11 10-27-00 PM
2120210E,2120210E,ON,6_23_11 10-27-00 PM
2258613E,2258613E,ON,6_23_11 10-27-00 PM
2258613E,2258613E,ON,6_23_11 10-27-00 PM
2149557E,2149557E,ON,6_23_11 10-27-00 PM
2149557E,2149557E,ON,6_23_11 10-27-00 PM
2333397E,2333397E,ON,6_23_11 10-27-00 PM
2333005E,2333005E,ON,6_23_11 10-27-00 PM
4252366E,4252366E,ON,6_23_11 10-27-00 PM
4252366E,4252366E,ON,6_23_11 10-27-00 PM
2333136E,2333136E,ON,6_23_11 10-27-00 PM
2258677E,2258677E,ON,6_23_11 10-27-00 PM
2119034E,2119034E,ON,6_23_11 10-27-00 PM
4360127E,4360127E,CYCLING,6_23_11 2-19-57 AM
2258676E,2258676E,ON,6_23_11 10-27-00 PM
2118877E,2118877E,ON,6_23_11 10-27-00 PM
2333415E,2333415E,ON,6_23_11 10-27-00 PM
2148452E,2148452E,ON,6_23_11 10-27-00 PM
2120204E,2120204E,ON,6_23_11 10-27-00 PM
2120201E,2120201E,ON,6_23_11 10-27-00 PM
2149564E,2149564E,ON,6_23_11 10-27-00 PM
2149556E,2149556E,ON,6_23_11 10-27-00 PM
2149556E,2149556E,ON,6_23_11 10-27-00 PM
2333394E,2333394E,ON,6_23_11 10-27-00 PM
2318704E,2318704E,ON,6_23_11 10-27-00 PM
2258684E,2258684E,ON,6_23_11 10-27-00 PM
2258374E,2258374E,ON,6_23_11 10-27-00 PM
2258612E,2258612E,ON,6_23_11 10-27-00 PM
2119038E,2119038E,ON,6_23_11 10-27-00 PM
2258356E,2258356E,ON,6_23_11 10-27-00 PM
2258364E,2258364E,ON,6_23_11 10-27-00 PM
2333148E,2333148E,ON,6_23_11 10-27-00 PM
2318376E,2318376E,OFF,6_23_11 2-55-14 AM
4000813E,4000813E,ON,6_23_11 10-27-00 PM
2258389E,2258389E,ON,6_23_11 10-27-00 PM
2258247E,2258247E,ON,6_23_11 10-27-00 PM
2149566E,2149566E,ON,6_23_11 10-27-00 PM
2258082E,2258082E,ON,6_23_11 10-27-00 PM
2258605E,2258605E,CYCLING,6_23_11 9-38-57 PM
2258606E,2258606E,ON,6_23_11 10-27-00 PM
2333395E,2333395E,ON,6_23_11 10-27-00 PM
2258273E,2258273E,ON,6_23_11 10-27-00 PM
2258376E,2258376E,ON,6_23_11 10-27-00 PM
2119178E,2119178E,ON,6_23_11 10-27-00 PM
2149313E,2149313E,ON,6_23_11 10-27-00 PM
2195839E,2195839E,ON,6_23_11 10-27-00 PM
2148454E,2148454E,ON,6_23_11 10-27-00 PM
2119044E,2119044E,ON,6_23_11 10-27-00 PM
2118885E,2118885E,ON,6_23_11 10-27-00 PM
2120207E,2120207E,ON,6_23_11 10-27-00 PM
2258438E,2258438E,ON,6_23_11 10-27-00 PM
2120202E,2120202E,ON,6_23_11 10-27-00 PM
2258279E,2258279E,ON,6_23_11 10-27-00 PM
2148465E,2148465E,OFF,6_23_11 9-17-49 PM
2148465E,2148465E,ON,6_23_11 9-17-49 PM
2258246E,2258246E,ON,6_23_11 10-27-00 PM
2333139E,2333139E,ON,6_23_11 10-27-00 PM
2258609E,2258609E,ON,6_23_11 10-27-01 PM
4055617E,4055617E,ON,6_23_11 10-27-01 PM
2258688E,2258688E,ON,6_23_11 10-27-01 PM
2333640E,2333640E,ON,6_23_11 10-27-01 PM
2149274E,2149274E,ON,6_23_11 10-27-01 PM
2257774E,2257774E,ON,6_23_11 10-27-01 PM
2119016E,2119016E,ON,6_23_11 10-27-01 PM
2119023E,2119023E,ON,6_23_11 10-27-01 PM
2119023E,2119023E,ON,6_23_11 10-27-01 PM
2149144E,2149144E,ON,6_23_11 10-27-01 PM
2149653E,2149653E,ON,6_23_11 10-27-01 PM
2333411E,2333411E,ON,6_23_11 10-27-01 PM
2148451E,2148451E,OFF,6_23_11 3-01-32 AM
4361384E,4361384E,ON,6_23_11 10-27-01 PM
2258391E,2258391E,ON,6_23_11 10-27-01 PM
2257778E,2257778E,ON,6_23_11 10-27-01 PM
2258047E,2258047E,ON,6_23_11 10-27-01 PM
2258352E,2258352E,ON,6_23_11 10-27-01 PM
2258354E,2258354E,ON,6_23_11 10-27-01 PM
2120208E,2120208E,ON,6_23_11 10-27-01 PM
2333137E,2333137E,ON,6_23_11 10-27-01 PM
2333555E,2333555E,ON,6_23_11 10-27-01 PM
2333556E,2333556E,ON,6_23_11 10-27-01 PM
2258689E,2258689E,ON,6_23_11 10-27-01 PM
2318708E,2318708E,ON,6_23_11 10-27-01 PM
2333398E,2333398E,ON,6_23_11 10-27-01 PM
2258375E,2258375E,ON,6_23_11 10-27-01 PM
4400688E,4400688E,ON,6_23_11 10-27-01 PM
2119180E,2119180E,ON,6_23_11 10-27-01 PM
2148127E,2148127E,ON,6_23_11 10-27-01 PM
4482952E,4482952E,ON,6_23_11 10-27-01 PM
2149141E,2149141E,ON,6_23_11 10-27-01 PM
2098775E,2098775E,ON,6_23_11 10-27-01 PM
2148128E,2148128E,ON,6_23_11 10-27-01 PM
2148286E,2148286E,ON,6_23_11 10-27-01 PM
2119121E,2119121E,ON,6_23_11 10-27-01 PM
2119059E,2119059E,ON,6_23_11 10-27-01 PM
2149135E,2149135E,ON,6_23_11 10-27-01 PM
2149135E,2149135E,ON,6_23_11 10-27-01 PM
2148117E,2148117E,ON,6_23_11 10-27-01 PM
2148117E,2148117E,ON,6_23_11 10-27-01 PM
2148102E,2148102E,ON,6_23_11 10-27-01 PM
2148288E,2148288E,ON,6_23_11 10-27-01 PM
2195846E,2195846E,ON,6_23_11 10-27-01 PM
4400693E,4400693E,ON,6_23_11 10-27-01 PM
4400693E,4400693E,ON,6_23_11 10-27-01 PM
2258695E,2258695E,ON,6_23_11 10-27-01 PM
2119672E,2119672E,ON,6_23_11 10-27-01 PM
4400677E,4400677E,ON,6_23_11 10-27-01 PM
1945470E,1945470E,ON,6_23_11 10-27-01 PM
2251229E,2251229E,ON,6_23_11 10-27-01 PM
1945457E,1945457E,ON,6_23_11 10-27-01 PM
1956697E,1956697E,ON,6_23_11 10-27-01 PM
2318458E,2318458E,ON,6_23_11 10-27-01 PM
2318458E,2318458E,ON,6_23_11 10-27-01 PM
2251690E,2251690E,ON,6_23_11 10-27-01 PM
1956700E,1956700E,ON,6_23_11 10-27-01 PM
4229321E,4229321E,ON,6_23_11 2-12-54 AM
4229321E,4229321E,OFF,6_23_11 2-12-54 AM
2119055E,2119055E,ON,6_23_11 10-27-01 PM
4170201E,4170201E,ON,6_23_11 10-27-01 PM
4437791E,4437791E,ON,6_23_11 10-27-01 PM
2148420E,2148420E,ON,6_23_11 10-27-01 PM
4288057E,4288057E,ON,6_23_11 10-27-01 PM
4288057E,4288057E,ON,6_23_11 10-27-01 PM
4437789E,4437789E,ON,6_23_11 10-27-01 PM
2258006E,2258006E,ON,6_23_11 10-27-01 PM
2257596E,2257596E,ON,6_23_11 10-27-01 PM
2119675E,2119675E,ON,6_23_11 10-27-01 PM
2148123E,2148123E,ON,6_23_11 10-27-01 PM
2148123E,2148123E,ON,6_23_11 10-27-01 PM
2149078E,2149078E,ON,6_23_11 10-27-01 PM
2119177E,2119177E,ON,6_23_11 10-27-02 PM
2119152E,2119152E,ON,6_23_11 10-27-02 PM
2119019E,2119019E,ON,6_23_11 10-27-02 PM
2119849E,2119849E,ON,6_23_11 10-27-02 PM
2119849E,2119849E,ON,6_23_11 10-27-02 PM
4170203E,4170203E,ON,6_23_11 10-27-02 PM
2333135E,2333135E,ON,6_23_11 10-27-02 PM
2258088E,2258088E,ON,6_23_11 10-27-02 PM
2258675E,2258675E,ON,6_23_11 10-27-02 PM
2258686E,2258686E,ON,6_23_11 10-27-02 PM
2318301E,2318301E,ON,6_23_11 10-27-02 PM
2258272E,2258272E,ON,6_23_11 10-27-02 PM
2149568E,2149568E,ON,6_23_11 10-27-02 PM
2258370E,2258370E,ON,6_23_11 10-27-02 PM
2149659E,2149659E,ON,6_23_11 10-27-02 PM
2149145E,2149145E,ON,6_23_11 10-27-02 PM
2149146E,2149146E,ON,6_23_11 10-27-02 PM
2148116E,2148116E,OFF,6_23_11 4-32-15 AM
2148116E,2148116E,ON,6_23_11 4-32-15 AM
2148281E,2148281E,ON,6_23_11 10-27-02 PM
2195845E,2195845E,CYCLING,6_23_11 9-26-34 PM
CONV498722,CONV498722,ON,6_23_11 10-27-02 PM
2120215E,2120215E,ON,6_23_11 10-27-02 PM
2119081E,2119081E,ON,6_23_11 10-27-02 PM
2148105E,2148105E,ON,6_23_11 10-27-02 PM
2333140E,2333140E,ON,6_23_11 10-27-02 PM
2258250E,2258250E,ON,6_23_11 10-27-02 PM
2333030E,2333030E,ON,6_23_11 10-27-02 PM
2258285E,2258285E,ON,6_23_11 10-27-02 PM
2258604E,2258604E,ON,6_23_11 10-27-02 PM
2119108E,2119108E,ON,6_23_11 10-27-02 PM
2149076E,2149076E,ON,6_23_11 10-27-02 PM
2333413E,2333413E,ON,6_23_11 10-27-02 PM
2119125E,2119125E,ON,6_23_11 10-27-02 PM
2149142E,2149142E,ON,6_23_11 10-27-02 PM
4422270E,4422270E,ON,6_23_11 10-27-02 PM
2195842E,2195842E,ON,6_23_11 10-27-02 PM
2148463E,2148463E,ON,6_23_11 10-27-02 PM
2119042E,2119042E,ON,6_23_11 10-27-02 PM
2195901E,2195901E,ON,6_23_11 10-27-02 PM
2118879E,2118879E,ON,6_23_11 10-27-02 PM
2120211E,2120211E,ON,6_23_11 10-27-02 PM
2333138E,2333138E,ON,6_23_11 10-27-02 PM
2333003E,2333003E,CYCLING,6_23_11 9-57-35 PM
2333393E,2333393E,ON,6_23_11 10-27-02 PM
2318705E,2318705E,ON,6_23_11 10-27-02 PM
1956686E,1956686E,ON,6_23_11 10-27-02 PM
2119063E,2119063E,ON,6_23_11 10-27-02 PM
2333414E,2333414E,CYCLING,6_23_11 9-50-42 PM
2119022E,2119022E,ON,6_23_11 10-27-02 PM
2119022E,2119022E,ON,6_23_11 10-27-02 PM
2120152E,2120152E,ON,6_23_11 10-27-02 PM
2148461E,2148461E,ON,6_23_11 10-27-02 PM
2195841E,2195841E,ON,6_23_11 10-27-02 PM
2120203E,2120203E,ON,6_23_11 10-27-02 PM
2257109E,2257109E,ON,6_23_11 10-27-02 PM
2251561E,2251561E,ON,6_23_11 10-27-02 PM
1911641E,1911641E,ON,6_23_11 10-27-02 PM
2148129E,2148129E,ON,6_23_11 10-27-02 PM
2149140E,2149140E,ON,6_23_11 10-27-02 PM
2149657E,2149657E,ON,6_23_11 10-27-02 PM
2119151E,2119151E,ON,6_23_11 10-27-02 PM
2119153E,2119153E,ON,6_23_11 10-27-02 PM
2148125E,2148125E,ON,6_23_11 10-27-02 PM
2119054E,2119054E,ON,6_23_11 10-27-02 PM
2119062E,2119062E,ON,6_23_11 10-27-02 PM
2119020E,2119020E,ON,6_23_11 10-27-02 PM
2148289E,2148289E,ON,6_23_11 10-27-02 PM
2148111E,2148111E,ON,6_23_11 10-27-02 PM
2120213E,2120213E,ON,6_23_11 10-27-02 PM
2118888E,2118888E,ON,6_23_11 10-27-02 PM
2258533E,2258533E,ON,6_23_11 10-27-03 PM
2258008E,2258008E,ON,6_23_11 10-27-03 PM
2257597E,2257597E,ON,6_23_11 10-27-03 PM
2251689E,2251689E,ON,6_23_11 10-27-03 PM
2333642E,2333642E,ON,6_23_11 10-27-03 PM
2333641E,2333641E,ON,6_23_11 10-27-03 PM
2251230E,2251230E,ON,6_23_11 10-27-03 PM
2257971E,2257971E,ON,6_23_11 10-27-03 PM
2258286E,2258286E,ON,6_23_11 10-27-03 PM
CONV594598,CONV594598,ON,6_23_11 10-27-03 PM
2149554E,2149554E,ON,6_23_11 10-27-03 PM
2149554E,2149554E,ON,6_23_11 10-27-03 PM
2149555E,2149555E,ON,6_23_11 10-27-03 PM
2149555E,2149555E,ON,6_23_11 10-27-03 PM
2258102E,2258102E,ON,6_23_11 10-27-03 PM
2258291E,2258291E,ON,6_23_11 10-27-03 PM
2258290E,2258290E,ON,6_23_11 10-27-03 PM
1945465E,1945465E,ON,6_23_11 10-27-03 PM
2119058E,2119058E,ON,6_23_11 10-27-03 PM
2119024E,2119024E,ON,6_23_11 10-27-03 PM
2119024E,2119024E,ON,6_23_11 10-27-03 PM
2119124E,2119124E,ON,6_23_11 10-27-03 PM
2119123E,2119123E,ON,6_23_11 10-27-03 PM
2148287E,2148287E,ON,6_23_11 10-27-03 PM
2148457E,2148457E,ON,6_23_11 10-27-03 PM
2258277E,2258277E,ON,6_23_11 10-27-03 PM
2119230E,2119230E,ON,6_23_11 10-27-03 PM
4400682E,4400682E,ON,6_23_11 10-27-03 PM
1945455E,1945455E,ON,6_23_11 10-27-03 PM
1945462E,1945462E,ON,6_23_11 10-27-03 PM
2118920E,2118920E,ON,6_23_11 10-27-03 PM
2119233E,2119233E,ON,6_23_11 10-27-03 PM
2119689E,2119689E,ON,6_23_11 10-27-03 PM
2258912E,2258912E,ON,6_23_11 10-27-03 PM
4400686E,4400686E,ON,6_23_11 10-27-03 PM
4400686E,4400686E,ON,6_23_11 10-27-03 PM
1956696E,1956696E,ON,6_23_11 10-27-03 PM
1945461E,1945461E,ON,6_23_11 10-27-03 PM
2119686E,2119686E,ON,6_23_11 10-27-03 PM
1956689E,1956689E,OFF,6_23_11 10-18-16 PM
1911623E,1911623E,ON,6_23_11 10-27-03 PM
1956688E,1956688E,ON,6_23_11 10-27-03 PM
2120115E,2120115E,ON,6_23_11 10-27-03 PM
4229480E,4229480E,ON,6_23_11 10-27-03 PM
4055730E,4055730E,OFF,6_23_11 3-15-51 AM
4055730E,4055730E,ON,6_23_11 3-15-51 AM
4288059E,4288059E,ON,6_23_11 10-27-03 PM
4288059E,4288059E,ON,6_23_11 10-27-03 PM
2120118E,2120118E,ON,6_23_11 10-27-03 PM
2258537E,2258537E,ON,6_23_11 10-27-03 PM
2119229E,2119229E,ON,6_23_11 10-27-03 PM
2119295E,2119295E,ON,6_23_11 10-27-03 PM
2258908E,2258908E,ON,6_23_11 10-27-03 PM
2257103E,2257103E,ON,6_23_11 10-27-03 PM
4400698E,4400698E,ON,6_23_11 10-27-03 PM
2119674E,2119674E,ON,6_23_11 10-27-03 PM
2118892E,2118892E,CYCLING,6_23_11 4-16-55 AM
2251236E,2251236E,ON,6_23_11 10-27-03 PM
2333032E,2333032E,ON,6_23_11 10-27-03 PM
2195835E,2195835E,ON,6_23_11 10-27-03 PM
4468601E,4468601E,ON,6_23_11 10-27-03 PM
2194750E,2194750E,ON,6_23_11 10-27-03 PM
4486639E,4486639E,ON,6_23_11 10-27-03 PM
2120120E,2120120E,ON,6_23_11 10-27-03 PM
2148960E,2148960E,ON,6_23_11 10-27-03 PM
2148964E,2148964E,ON,6_23_11 10-27-03 PM
2148422E,2148422E,ON,6_23_11 10-27-03 PM
4400697E,4400697E,ON,6_23_11 10-27-03 PM
2251686E,2251686E,ON,6_23_11 10-27-03 PM
1945469E,1945469E,ON,6_23_11 10-27-03 PM
1956691E,1956691E,ON,6_23_11 10-27-03 PM
2251795E,2251795E,ON,6_23_11 10-27-04 PM
2119228E,2119228E,ON,6_23_11 10-27-04 PM
2251563E,2251563E,ON,6_23_11 10-27-04 PM
2149270E,2149270E,OFF,6_23_11 4-51-41 AM
2148121E,2148121E,ON,6_23_11 10-27-04 PM
2148121E,2148121E,ON,6_23_11 10-27-04 PM
2148110E,2148110E,ON,6_23_11 10-27-04 PM
2195843E,2195843E,ON,6_23_11 10-27-04 PM
4055543E,4055543E,ON,6_23_11 10-27-04 PM
2258278E,2258278E,ON,6_23_11 10-27-04 PM
2148464E,2148464E,ON,6_23_11 10-27-04 PM
2258693E,2258693E,ON,6_23_11 10-27-04 PM
1945460E,1945460E,ON,6_23_11 10-27-04 PM
1956699E,1956699E,ON,6_23_11 10-27-04 PM
2257972E,2257972E,ON,6_23_11 10-27-04 PM
2119673E,2119673E,ON,6_23_11 10-27-04 PM
2119690E,2119690E,ON,6_23_11 10-27-04 PM
2119293E,2119293E,ON,6_23_11 10-27-04 PM
2149080E,2149080E,ON,6_23_11 10-27-04 PM
2119182E,2119182E,ON,6_23_11 10-27-04 PM
2119056E,2119056E,ON,6_23_11 10-27-04 PM
2149148E,2149148E,ON,6_23_11 10-27-04 PM
2120153E,2120153E,ON,6_23_11 10-27-04 PM
2148106E,2148106E,ON,6_23_11 10-27-04 PM
2148290E,2148290E,ON,6_23_11 10-27-04 PM
2195848E,2195848E,ON,6_23_11 10-27-04 PM
2119048E,2119048E,ON,6_23_11 10-27-04 PM
2318764E,2318764E,ON,6_23_11 10-27-04 PM
2333643E,2333643E,ON,6_23_11 10-27-04 PM
2119671E,2119671E,ON,6_23_11 10-27-04 PM
2251231E,2251231E,ON,6_23_11 10-27-04 PM
2251231E,2251231E,ON,6_23_11 10-27-04 PM
2119227E,2119227E,ON,6_23_11 10-27-04 PM
2119287E,2119287E,ON,6_23_11 10-27-04 PM
2119687E,2119687E,ON,6_23_11 10-27-04 PM
1911625E,1911625E,ON,6_23_11 10-27-04 PM
2119181E,2119181E,ON,6_23_11 10-27-04 PM
2149079E,2149079E,ON,6_23_11 10-27-04 PM
2119154E,2119154E,ON,6_23_11 10-27-04 PM
2149658E,2149658E,ON,6_23_11 10-27-04 PM
2149661E,2149661E,ON,6_23_11 10-27-04 PM
2148122E,2148122E,ON,6_23_11 10-27-04 PM
2148122E,2148122E,ON,6_23_11 10-27-04 PM
2148292E,2148292E,ON,6_23_11 10-27-04 PM
2148107E,2148107E,ON,6_23_11 10-27-04 PM
2119231E,2119231E,ON,6_23_11 10-27-04 PM
4400685E,4400685E,ON,6_23_11 10-27-04 PM
2258694E,2258694E,ON,6_23_11 10-27-04 PM
1945458E,1945458E,ON,6_23_11 10-27-04 PM
2119285E,2119285E,ON,6_23_11 10-27-04 PM
2119291E,2119291E,ON,6_23_11 10-27-04 PM
2257969E,2257969E,ON,6_23_11 10-27-04 PM
1911621E,1911621E,ON,6_23_11 10-27-04 PM
2258536E,2258536E,ON,6_23_11 10-27-04 PM
2251562E,2251562E,OFF,6_23_11 4-13-57 AM
2119695E,2119695E,ON,6_23_11 10-27-04 PM
4400694E,4400694E,ON,6_23_11 10-27-04 PM
4400694E,4400694E,ON,6_23_11 10-27-04 PM
2119670E,2119670E,ON,6_23_11 10-27-04 PM
2119670E,2119670E,ON,6_23_11 10-27-04 PM
4361250E,4361250E,ON,6_23_11 10-27-04 PM
2257970E,2257970E,ON,6_23_11 10-27-04 PM
1945466E,1945466E,ON,6_23_11 10-27-04 PM
1956698E,1956698E,ON,6_23_11 10-27-04 PM
1945459E,1945459E,ON,6_23_11 10-27-04 PM
2251922E,2251922E,ON,6_23_11 10-27-04 PM
2258910E,2258910E,ON,6_23_11 10-27-04 PM
2149261E,2149261E,ON,6_23_11 10-27-04 PM
1911624E,1911624E,ON,6_23_11 10-27-04 PM
1956693E,1956693E,ON,6_23_11 10-27-04 PM
2148962E,2148962E,ON,6_23_11 10-27-05 PM
2148961E,2148961E,ON,6_23_11 10-27-05 PM
4437790E,4437790E,CYCLING,6_23_11 3-43-30 AM
2148419E,2148419E,ON,6_23_11 10-27-05 PM
2119299E,2119299E,ON,6_23_11 10-27-05 PM
2148970E,2148970E,ON,6_23_11 10-27-05 PM
4288054E,4288054E,ON,6_23_11 10-27-05 PM
2149265E,2149265E,ON,6_23_11 10-27-05 PM
2195902E,2195902E,ON,6_23_11 10-27-05 PM
2119082E,2119082E,ON,6_23_11 10-27-05 PM
2118882E,2118882E,ON,6_23_11 10-27-05 PM
2119046E,2119046E,ON,6_23_11 10-27-05 PM
4153510E,4153510E,ON,6_23_11 10-27-05 PM
2258248E,2258248E,ON,6_23_11 10-27-05 PM
2318302E,2318302E,ON,6_23_11 10-27-05 PM
2258687E,2258687E,ON,6_23_11 10-27-05 PM
2119669E,2119669E,OFF,6_23_11 3-18-23 AM
2119669E,2119669E,ON,6_23_11 3-18-23 AM
1945471E,1945471E,ON,6_23_11 10-27-05 PM
1945467E,1945467E,ON,6_23_11 10-27-05 PM
2118919E,2118919E,ON,6_23_11 10-27-05 PM
2119694E,2119694E,ON,6_23_11 10-27-05 PM
2119685E,2119685E,ON,6_23_11 10-27-05 PM
